Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Creative Ardagh,http://creativeardagh.blogspot.ie,353863000000,-7.682975,53.66724,Longford,,Ireland,"Craft,Shopping,Learning,Museums and Attraction,Activity Operator,Food Shops,Tour"
Costello Chapel,http://www.carrickonshannonparish.com/costello.htm,353720000000,-8.0953457,53.945309,Leitrim,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sullivan’s Brewing Company,https://sullivansbrewingcompany.com,353835000000,-7.249137929,52.65298791,Kilkenny,Kilkenny City,Ireland,"Craft,Shopping,Learning,Historic Houses and Castle,Museums and Attraction,Artisan,Food and Drink,Restaurant,Tour"
ESB Ardnacrusha Power Station,http://esb.ie/ardnacrushatours,35317026327,-8.6141295,52.7055214,Clare,,Ireland,"Learning,Activity Operator,Museums and Attraction"
The Weavers Cottages,http://carlowtourism.com/the-weavers-cottages-2,353539000000,-6.6486491,52.6953042,Carlow,,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction"
The Dillon Garden,http://www.dillongarden.com,35312148740,-6.1596571,53.2954544,Dublin,Monkstown,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Tour"
Newbridge House & Farm,https://www.newbridgehouseandfarm.com/newbridge-house,+353(0)18436534,-6.167976,53.486394,Dublin,Donabate,Republic of Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Public Park,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Windmill Lane Recording Studios,https://windmilllanerecording.com,+353(0)16685567,-6.234704986,53.34217298,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Activity Operator,Museums and Attraction,Venue,Music,Food Shops,Shopping,Tour"
Lislaughtin Franciscan Friary,,353667000000,-9.47861,52.547334,Kerry,Ballylongford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Listowel Castle,https://www.heritageireland.ie/en/shannon-region/listowelcastle,353864000000,-9.4869317,52.4443513,Kerry,Listowel,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Drogheda Museum Millmount,http://www.millmount.net,353420000000,-6.350255038,53.7117854,Louth,Drogheda,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction,Artisan,Food and Drink,Restaurant,Cafe,Tour"
Loughcrew Cairns,http://www.heritageireland.ie/en/midlands-eastcoast/loughcrew,353499000000,-7.1120081,53.7445758,Meath,,Ireland,"Photography,Learning,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Cafe,Food and Drink,Tour"
12 Henrietta Street,http://thedrawingroom.ie/,+353(0)862746153,-6.2705757,53.3524569,Dublin,Dublin City Centre,Ireland,"Historic Houses and Castle,Venue,Music"
St Ann's Church,http://www.stannschurch.ie,+353(0)16767727,-6.257889,53.341089,Dublin,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Avondale House and Forest Park,https://visitwicklow.ie/item/avondale-house-forest-park,35340446111,-6.2226009,52.9117801,Wicklow,,Ireland,"Historic Houses and Castle,Forest Park,Park and Forest Walk,Walking,Museums and Attraction,Cafe,Food and Drink"
The Library Project,http://at shop.photoireland.org,+353(0)876856169,-6.263919307,53.34561919,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Monicknew Woods,http://www.coillteoutdoors.ie/index.php?id=173&rec_site=97&trail=125,+353(0)578660831,-7.542280165,53.07081133,Laois,Mountrath,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
The Green Door Studio,http://www.thegreendoorstudio.net/,353749000000,-7.928642,55.174701,Donegal,,Ireland,"Craft,Shopping,Art Gallery"
"Walking - The Western Way, Galway",http://www.thewesternway.ie,+353(0)9541116,-9.048728,53.276473,Galway,Galway City,Republic of Ireland,"Walking,Natural Landscape"
Tick-Tock Activity Farm,http://www.tick-tockactivityfarm.ie,35340233624,-6.2329752,52.7927404,Wicklow,Thomastown,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Hurling Tours Ireland,https://www.facebook.com/hurlingtoursireland,353880000000,-7.236511895,52.65916256,Kilkenny,Kilkenny City,Ireland,"Gaa,Learning,Activity Operator"
Tarbert Bridewell Courthouse & Jail Museum,http://www.tarbertbridewell.com,3536836500,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Arran Street East,https://arranstreeteast.ie,353838000000,-6.270492201,53.34830668,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Bullock Castle,http://www.dlrtourism.ie,+353(0)1280 6964,-6.108629,53.285016,Dublin,Dalkey,Republic of Ireland,"Castle,Historic Houses and Castle,Ruins"
Castletown House,http://castletown.ie,35316288252,-6.53029,53.349127,Kildare,Castletown,Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Venue,Music,Cafe,Food and Drink"
Kilcrea Franciscan Friary,http://ovensparish.com/kilcrea-abbey/,353215000000,-8.709483,51.859982,Cork,Ovens,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
White Strand Beach ,https://www.blueflag.global/show-site?siteId=6664,353647000000,-10.2744456,51.9431292,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Wexford Garden Trail,http://www.wexfordgardentrail.com,,-6.992454254,52.29638937,Wexford,,Ireland,"Gardening,Nature and Wildlife,Walking,Gardens,Garden"
The Blasket Islands - Na Blascaodaí,http://www.heritageireland.ie,+353(0)669156444,-10.54574549,52.09174098,Kerry,Dingle Peninsula,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Historic Houses and Castle,Island,Offshore Island"
Commons Loop,http://www.carlingford.ie,+353(0)429373033,-6.186023506,54.03790008,Louth,Carlingford,Republic of Ireland,"Walking,Natural Landscape"
North Mayo Heritage Centre and Enniscoe Gardens,http://www.enniscoe.com,3539631809,-9.311125,54.070543,Mayo,Ballina,Republic of Ireland,"Walking,Tracing Your Ancestors,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Activity Operator"
Mitchelstown Cave,http://www.mitchelstowncave.com,+353(0)527467246,-8.104569587,52.30398165,Tipperary,Burncourt,Republic of Ireland,"Walking,Activity Operator,Historic Houses and Castle,Natural Landscape,Tour"
Loughrea Cathedral,http://loughreacathedral.ie,35391841212,-8.567083,53.197227,Galway,Loughrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Galway City Library,http://www.galway.ie/en/services/library/,+353(0)91561666,-9.051938,53.271454,Galway,Galway City Centre,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland"
Dunhill Castle,"http://www.megalithicireland.com/Dunhill%20Castle,%20Waterford.html",,-7.2633,52.1573794,Waterford,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Malaidh Ghleann Gheis (Glengesh Pass),,,-8.4845379,54.720577,Donegal,,Republic of Ireland,Discovery Point
Ceann an Eanaigh  (Annagh Head),,,-10.102216,54.241494,Mayo,,Ireland,"Discovery Point,Natural Landscape"
Inch Island,,,-7.4599475,55.054828,Donegal,,Ireland,Discovery Point
Rosslare Beach ,https://www.blueflag.global/show-site?siteId=6638,,-6.3896733,52.2902385,Wexford,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Saint Marys Church Of Ireland,https://www.ireland.anglican.org/find-a-church/parish/15860/carlow-st-mary-carlow,353599000000,-6.9331429,52.8369397,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballinskelligs Beach,https://www.blueflag.global/show-site?siteId=6640,353647000000,-10.2713969,51.8239335,,,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Photography,Learning,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Sports Venues"
St. Paul's Church,https://www.facebook.com/StPaulsCahir/,353526000000,-7.9240671,52.3766022,Tipperary,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Málainn Bhig (Malinbeg),,,-8.7776417,54.665303,Donegal,Glencolmcille,Republic of Ireland,Discovery Point
Castletown House Parkland,http://www.castletown.ie,35316288252,-6.53029,53.349127,Kildare,Castletown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kinneigh Round Tower,http://www.coppeenheritage.com,3532646078,-8.9755223,51.764111,Cork,,Ireland,Historic Houses and Castle
Ceann Sléibhe (Slea Head) Discovery Point,,,-10.4553373,52.1050217,Kerry,,Ireland,Discovery Point
Dromana House Gardens,https://dromanahouse.com,3532496144,-7.8651795,52.1075711,Waterford,Cappoquin,Ireland,"Walking,Gardens,Garden,Tour"
Kissane Sheep Farm,https://www.kissanesheepfarm.com/,353647000000,-9.6325947,51.9486423,Kerry,,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Tour"
Green Gallery,http://www.greengallery.ie,+353(0)851988441,-6.262002,53.339967,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Royal Hospital Kilmainham,http://www.rhk.ie,+353(0)16129903,-6.29972,53.343309,Dublin,,Republic of Ireland,"Historic Houses and Castle,Art Gallery,Gardens,Garden,Cafe,Food and Drink,Tour"
Kilkieran High Cross,http://www.megalithicireland.com/High%20Cross%20Kilkieran.htm,353568000000,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tearmann Community Garden,https://facebook.com/tearmannbaltinglass,353864000000,-6.7045177,52.9360363,Wicklow,,Ireland,"Gardens,Garden"
Tullyboy Farm,http://www.tullyboyfarm.com,353876000000,-8.240407,53.939278,Roscommon,Croghan,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Museums and Attraction,Visitor Farm"
The Dock,http://www.facebook.com/thedockartscentre/,+353(0)719650828,-8.098019,53.944838,Leitrim,,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Music,Activity Operator"
Allihies Copper Mine Museum,http://www.acmm.ie/theminemuseum,3532773218,-10.045585,51.638933,Cork,Allihies,Republic of Ireland,"Covid Safety Charter,Learning,Walking,Museums and Attraction,Cafe,Food and Drink"
Geokaun Mountain,,,-10.345704,51.922484,Kerry,Valentia Island,Ireland,Discovery Point
Trá Oilí (Elly Beach),,,-10.086517,54.162316,Mayo,,Republic of Ireland,Discovery Point
Monaghan County Museum,http://monaghan.ie/museum,3534782928,-6.9724846,54.2478562,Monaghan,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Enniscoe House & Gardens,https://www.enniscoe.com/,3539631809,-9.3090064,54.0703677,Mayo,,Ireland,"Craft,Shopping,Tracing Your Ancestors,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Ballyconnell Canal Loop,http://www.irishtrails.ie/Trail/Ballyconnell---Canal-loop/70/,,-7.583179531,54.11616655,Cavan,Ballyconnell,Ireland,"Walking,Natural Landscape"
Carlow Castle,https://carlowtourism.com/carlow-castle-2,353599000000,-6.935935,52.8362564,Carlow,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Hill of Tara,http://www.heritageireland.ie/en/midlands-eastcoast/hilloftara,353469000000,-6.611649,53.5788114,Meath,,Ireland,"Photography,Learning,Walking,Museums and Attraction,Ruins,Historic Houses and Castle,Cafe,Food and Drink,Tour"
National Folklore Collection,http://www.ucd.ie/irishfolklore,+353(0)17168216,-6.21882,53.30680741,Dublin,,Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Tour"
Michael Davitt Museum,http://www.michaeldavittmuseum.ie,353949000000,-9.1307741,53.921068,Mayo,,Ireland,"Covid Safety Charter,Tracing Your Ancestors,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle,Activity Operator"
Innisfallen Island,,+353(0)646631633,-9.565031453,52.04540094,Kerry,Killarney,Republic of Ireland,"Island,Offshore Island"
Dún na mBó (Doonamo Point),,,-10.07531,54.264572,Mayo,,Ireland,"Walking,Discovery Point,Public Sculpture"
Greek Orthodox Church,http://www.helleniccommunity.ie/church/,+353(0)50545849,-6.28974,53.349727,Dublin,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Fenagh Visitor Centre,http://www.facebook.com/FenaghVisitorCentre,353720000000,-7.839209,54.020755,Leitrim,Fenagh,Republic of Ireland,"Activity Operator,Tracing Your Ancestors,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink,Tour"
St. Patrick's Trail - Driving Route,http://www.carlowtourism.com,+353(0)599131554,-6.928555,52.83657,Carlow,,Ireland,"Activity Operator,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle"
Ardara Heritage Centre,http://ardara.ie/tag/heritage-centre,353872000000,-8.4126667,54.762,Donegal,Ardara,Ireland,Museums and Attraction
Celtic & Prehistoric Museum,http://www.facebook.com/The-Celtic-Prehistoric-Museum-271708022869479,353669000000,-10.393221,52.112549,Kerry,Ventry,Republic of Ireland,"Photography,Learning,Walking,Activity Operator,Forest Park,Park and Forest Walk,Museums and Attraction,Natural Landscape"
Clare Heritage & Genealogy Centre,http://www.clareroots.com,353657000000,-9.0627719,52.9449817,Clare,Corofin,Ireland,"Covid Safety Charter,Learning,Activity Operator,Tracing Your Ancestors,Museums and Attraction"
Cashel Folk Village Museum,https://www.cashelfolkvillage.com,3536263601,-7.8882142,52.5174899,Tipperary,Cashel,Ireland,"Learning,Museums and Attraction"
Dungarvan Castle,https://heritageireland.ie/places-to-visit/dungarvan-castle/,3535848144,-7.616151105,52.08926486,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Castle,Museums and Attraction"
Howth Castle,http://howthcastle.ie,+353(0)18321027,-6.079225289,53.3865384,Dublin,Howth,Republic of Ireland,"Covid Safety Charter,Golf,Walking,Historic Houses and Castle,Castle"
King John's Castle,https://www.kingjohnscastle.com,35361360788,-8.625535789,52.66971972,Limerick,Limerick City,Republic of Ireland,"Castle,Historic Houses and Castle,Museums and Attraction,Venue,Music,Cafe,Food and Drink,Food Shops,Shopping"
The Gaiety Theatre,http://www.gaietytheatre.ie,+353(0)16468600,-6.26163,53.340387,Dublin,,Republic of Ireland,"Historic Houses and Castle,Venue,Comedy,Music,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Wicklow's Historic Gaol,https://www.wicklowshistoricgaol.com,35340461599,-6.0373008,52.9788867,Wicklow,,Ireland,"Covid Safety Charter,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Tour"
Wicklow's Historic Gaol,https://www.wicklowshistoricgaol.com,35340461599,-6.0373008,52.9788867,Wicklow,,Ireland,"Covid Safety Charter,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Tour"
Henry Grattan,,,-6.260889,53.34435,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Clew Bay Heritage Centre,http://www.westportheritage.com,3539826852,-9.55461,53.801673,Mayo,Rosbeg,Ireland,"Walking,Tracing Your Ancestors,Museums and Attraction,Activity Operator,Tour"
Coolaught Gardens,https://www.facebook.com/CoolaughtGardens/,353539000000,-6.7186105,52.4686372,Wexford,Enniscorthy,Ireland,"Gardens,Garden,Food Shops,Shopping"
Dolly's Cottage,https://www.facebook.com/DollysCottage,353719000000,-8.5841759,54.270777,Sligo,Strandhill,Ireland,"Castle,Historic Houses and Castle"
Carrickabraghey Castle,https://www.govisitinishowen.com/directory/carrickabraghy-castle-2,353749000000,-7.3727509,55.3163658,Donegal,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Carlingford Design House - Garrett Mallon Jewellery,http://www.carlingforddesignhouse.ie,353429000000,-6.187375407,54.04272392,Louth,Carlingford,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Shroove Beach,https://www.blueflag.global/show-site?siteId=6598,+353(0)749363451,-6.9289318,55.2270151,Donegal,,Ireland,Beach
Ballitore Library & Quaker Museum,http://www.kildare.ie/Library/Library/BallitoreLibrary,353599000000,-6.814924,53.009722,Kildare,Ballitore,Ireland,Museums and Attraction
Lurgybrack Open Farm,http://lurgybrackopenfarm.town.ie/,353749000000,-7.6990369,54.9293136,Donegal,Letterkenny,Ireland,"Visitor Farm,Cafe,Food and Drink"
Irish Georgian Society,http://www.igs.ie,+353(0)16798675,-6.250557,53.338964,Dublin,Dublin,Republic of Ireland,"Learning,Historic Houses and Castle,Food Shops,Shopping,Tour"
Toe Head Bay,,,-9.2476666,51.493251,Cork,Castletownshend,Ireland,Discovery Point
Lismore Heritage Centre,https://www.discoverlismore.com,3535854975,-7.9327058,52.1371394,Waterford,Lismore,Ireland,"Covid Safety Charter,Learning,Museums and Attraction,Activity Operator,Tour"
Bram Stoker’s Castle Dracula Experience Dublin,http://www.CastleDracula.ie,+353(0)18512151,-6.229030364,53.36303247,Dublin,Clontarf,Ireland,"Activity Operator,Museums and Attraction,Literary Ireland,Venue,Music,Food Shops,Shopping"
Treaty Stone,https://www.limerick.ie/discover/eat-see-do/history-heritage/historic-attractions/treaty-stone,,-8.628088,52.6696547,Limerick,,Ireland,"Photography,Learning,Public Sculpture"
The Irish Workhouse Centre,http://www.irishworkhousecentre.ie,353910000000,-8.223801018,53.09882764,Galway,Portumna,Republic of Ireland,"Covid Safety Charter,Museums and Attraction,Food Shops,Shopping,Tour"
Patrick Kavanagh,,,-6.2475417,53.3336867,Dublin,,Ireland,"Public Sculpture,Literary Ireland"
Benbulben,,,-8.4744444,54.3666667,Sligo,,Ireland,Natural Landscape
Granard Motte and Bailey,,353433000000,-7.500683,53.775466,Longford,Granard,Ireland,"Ruins,Historic Houses and Castle"
The Black Church,https://www.dublincity.ie/dublin-buildings/black-church,,-6.2679431,53.3546532,Dublin,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Mount Congreve Estate Gardens,https://mountcongreve.com/,35351384115,-7.2190061,52.2408954,Waterford,Kilmeaden,Ireland,"Covid Safety Charter,Walking,Gardens,Garden,Historic Houses and Castle,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Kia Ora Mini Farm,https://kiaoraminifarm.ie/,3530540000000,-6.2511283,52.6757005,Wexford,Gorey,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Visitor Farm"
St Mary's Catholic Church Killarney,http://www.dioceseofkerry.ie,353647000000,-9.5181868,52.0596136,Kerry,Inch,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
